Blog	four	looking	second	here	k	reports	music	until	successful	example	want	wrong	wasn	service	project	tech	came	saying	rich	tips	best	country	asked	much	life	child	things	had	possible	right	old	o	support	happy	inside	team	along	love	fake	working	such	years	didn	investigation	internet	million	quite	open	city	future	russia	say	saw	note	take	knew	ways	going	between	roger	where	many	wants	photos	former	technology	summer	being	around	world	power	her	ad	certain	am	having	original	tv	th	case	large	small	past	full	hours	social	via	company	learn	states	its	always	found	really	research	director	major	number	obama	self	also	play	sometimes	cover	set	see	community	budget	rules	recent	person	amp	couple	d	continue	anything	link	line	posted	us	age	results	young	try	video	let	great	involved	makes	tools	next	process	high	doing	could	start	system	face	fact	bring	manchester	trying	should	hope	means	stuff	email	co	ve	off	less	web	government	five	become	places	details	monday	announced	told	word	work	order	office	then	them	network	created	another	john	away	com	speak	easy	information	photo	thanks	night	security	asking	post	months	available	way	war	update	together	guy	change	usually	live	https	car	heard	write	product	remember	still	half	down	james	year	space	shows	care	yourself	directly	than	online	price	america	only	concert	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	building	since	month	very	family	put	takes	taken	site	history	tried	help	actually	event	reason	ask	american	mobile	clear	pretty	during	x	close	won	probably	both	else	lives	look	while	used	game	run	step	seeing	within	computer	russian	doesn	go	does	facebook	michael	camera	started	control	links	including	him	hands	times	data	attack	need	able	talk	based	course	she	state	key	police	problem	tuesday	party	well	lost	page	twitter	home	mdash	piece	education	stay	friends	companies	likely	even	ever	never	call	tell	room	give	point	quot	answer	president	before	personal	better	went	side	content	isn	features	mind	seen	seem	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	dead	track	billion	daily	show	finally	did	sharing	making	may	man	maybe	nearly	nbsp	group	interesting	living	thing	think	long	little	were	especially	behind	black	morning	enough	reading	across	according	among	mark	those	different	pay	running	money	critical	videos	youtube	again	important	u	children	public	search	two	hour	share	coming	playing	through	same	good	everyone	house	hard	idea	done	least	statement	part	believe	b	build	services	find	please	simple	simply	create	meeting	understand	fun	itself	spent	spend	source	big	bit	google	often	back	giving	others	named	ago	private	account	ll	day	text	national	taking	almost	administration	thought	latest	ads	buy	minutes	special	under	every	school	would	phone	must	me	mr	keep	end	writing	each	got	free	wanted	days	already	top	too	took	though	watch	amazon	report	news	quickly	several	donald	election	everything	efforts	check	no	level	quick	says	goes	water	today	thousands	trump	needs	happened	name	turn	place	white	r	any	ideas	sure	later	federal	come	myself	someone	week	without	seems	blog	program	woman	worse	far	list	design	version	known	rather	short	might	health	feel	story	store	kind	added	nothing	his	wrote	art	intelligence	recently	c	became	questions	customers	question	called	users	once	issues	include	businesses	apple	app	use	few	women	something	united	six	instead	looks	york	conversation	which	who	why	ones	words	view	stories	job	april	perhaps	gets	percent	know	press	because	getting	own	made	whether	book
Technology - The Huffington Post	4	0	0	8	0	6	1	5	0	5	8	1	2	2	1	7	0	1	0	0	2	0	3	6	3	6	4	16	0	8	5	4	2	2	1	4	1	4	3	1	6	7	3	0	3	6	0	2	2	6	1	3	0	0	5	0	0	3	2	0	12	6	0	2	3	3	0	9	10	12	0	6	2	0	2	3	2	2	1	5	1	4	3	1	1	6	2	15	0	1	33	1	3	8	2	1	2	3	2	0	16	0	0	0	2	5	3	0	2	0	0	8	1	24	0	1	1	2	1	6	2	2	0	0	4	7	3	3	1	5	5	7	4	4	16	0	0	4	4	4	1	2	1	1	1	1	1	1	2	4	5	0	7	6	1	1	2	2	0	17	0	5	1	0	17	16	0	4	5	3	0	9	0	1	5	1	1	1	6	1	21	6	1	5	1	0	0	0	2	1	4	1	0	0	0	0	2	3	2	4	0	11	0	0	3	2	3	11	2	5	1	6	2	2	4	22	5	1	2	3	4	8	6	0	1	5	7	1	5	1	3	2	3	0	1	1	10	2	1	2	3	2	0	0	0	6	9	1	1	4	3	1	3	5	8	24	1	1	1	1	2	1	1	3	7	6	4	1	0	1	2	0	2	10	1	3	8	5	7	0	4	3	0	9	5	2	2	3	0	2	3	0	4	12	5	26	0	2	0	2	13	1	13	1	2	8	3	2	5	1	2	3	7	1	16	4	3	1	1	1	0	0	0	3	14	3	3	2	2	29	3	1	1	17	10	2	1	0	1	0	2	0	2	5	1	1	0	6	1	5	52	6	1	1	63	11	0	2	2	7	3	2	11	2	1	2	2	3	0	3	10	1	4	6	2	2	4	5	2	0	0	2	1	5	14	15	0	4	1	2	0	0	2	0	7	2	2	2	7	3	2	4	7	4	29	2	5	0	1	0	1	7	6	1	0	1	0	1	0	3	1	23	4	5	1	3	2	1	2	0	1	6	0	2	0	3	4	3	2	2	1	0	1	4	4	9	13	0	1	6	2	5	4	2	3	3	2	3	3	2	1	6	5	1	2	0	2	6	1	4	4	0	3	2	2	12	1	0	12	4	3	4	2	15	2	3	6	2	4	3	2	4	1	1	1	3	1	0	2	2	3	2	1	2	0	1	5	0	0	0	3	0	2	1	2	2	4	0	0	5	1	28	2	0	10	4	6	0	1	4	2	8	3	1	1	0	2	7	7	22	3	0	5	2	0	2	0	3	2	14	24	7	0	0	0	3	4	5	1	1	2	8	5	9	4	3	9	4	0
blog maverick	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	3	1	2	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	4	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Blog News	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	4	0	2	0	7	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	5	0	2	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	1	1	0	0	2	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	3	1	1	1	0	1	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	8	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0
plasticbag.org	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	0	1	3	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	1	3	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	1	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0
43 Folders	5	2	8	28	2	0	0	15	2	0	26	6	2	3	3	0	1	11	0	5	14	0	1	37	32	0	55	26	5	24	10	1	3	6	2	2	1	15	4	7	6	16	8	0	3	0	5	4	0	8	1	21	1	4	10	2	5	7	3	0	20	20	3	0	0	3	1	17	10	13	7	17	1	1	14	11	2	4	1	3	3	2	8	7	4	1	1	2	11	0	9	20	1	77	0	0	4	9	0	9	27	6	15	3	3	18	0	6	2	2	8	11	7	45	4	14	2	3	15	21	0	2	2	18	14	17	14	0	5	5	3	2	0	16	24	11	4	5	9	0	0	10	16	20	11	27	11	0	40	13	16	10	0	4	12	2	1	1	0	6	3	59	8	0	25	22	4	0	10	15	7	17	1	5	6	2	13	5	0	0	2	4	5	36	0	4	3	33	13	3	8	0	3	2	3	4	6	20	9	9	2	14	1	0	27	15	2	36	1	5	1	22	0	4	5	24	2	5	19	43	4	8	8	4	39	3	5	2	29	4	3	4	0	2	0	2	30	14	4	5	9	2	1	7	11	2	4	2	10	8	8	7	2	5	10	6	2	6	4	3	2	0	0	18	21	5	1	0	0	2	3	2	8	12	4	3	3	0	21	1	22	2	2	29	0	2	0	15	0	0	24	1	4	4	6	32	0	0	6	5	2	4	50	26	26	3	17	8	4	21	0	2	0	13	4	27	2	4	1	0	2	7	1	4	46	47	11	6	18	14	4	0	3	1	45	2	4	13	6	2	2	1	0	0	4	4	6	13	0	11	15	7	14	5	1	0	2	12	33	31	21	28	16	8	2	1	7	15	13	0	0	2	3	27	7	3	4	5	2	0	0	10	13	0	1	1	0	10	4	4	1	1	7	9	26	8	2	16	6	10	11	0	17	9	6	2	3	10	16	7	11	0	0	14	3	6	2	2	1	25	7	2	19	25	3	4	0	3	4	1	37	16	4	0	1	13	0	10	0	0	5	7	5	20	12	0	20	1	1	82	0	10	7	4	13	2	8	5	7	13	2	14	2	2	6	1	0	1	2	2	1	0	12	0	2	37	3	0	13	10	5	13	2	0	4	2	3	5	7	0	0	38	3	10	5	0	5	8	7	11	12	2	5	0	2	3	7	3	10	3	2	8	3	16	2	7	6	0	9	0	7	28	2	3	0	1	0	1	0	3	3	3	5	4	0	1	0	1	8	11	13	0	23	0	4	4	3	1	1	45	70	32	2	1	4	2	19	3	3	13	1	40	0	57	11	13	28	14	25
Autoblog	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	2	3	4	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	1	2	0	1	0	0	3	0	0	0	0	3	0	1	0	5	0	8	0	0	0	3	1	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	42	0	2	0	1	1	2	3	1	38	0	0	0	0	1	0	0	0	0	7	3	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	39	1	2	3	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	4	3	0	0	0	14	1	0	0	0	0	0	3	0	3	0	0	0	0	0	10	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	3	0	0	0	0	0	39	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	1	0	1	39	0	0	2	156	0	0	0	0	0	4	3	2	0	0	0	0	0	39	0	0	1	4	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	39	0	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	1	1	0	1	0	0	3	4	0	0	0	0	3	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	1	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	9	3	0	0	0	1	6	0	0	0
Gigaom	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daily Kos	4	4	1	30	0	10	0	10	0	2	17	0	8	3	0	0	5	5	2	0	5	10	10	18	0	0	3	26	7	16	2	0	7	0	1	6	3	3	2	7	12	21	9	28	6	23	0	10	19	2	24	11	5	2	9	4	2	21	21	2	11	9	6	1	18	1	1	10	11	15	7	12	1	5	5	6	1	0	15	11	4	1	8	6	2	12	4	7	4	30	17	1	5	7	6	28	9	4	7	2	31	5	4	2	1	4	1	57	5	2	5	3	3	11	1	5	0	2	2	20	2	2	1	2	3	10	3	2	3	0	13	8	13	4	27	5	7	2	10	1	7	1	4	3	9	1	0	3	8	12	3	0	14	3	4	3	7	9	5	6	2	11	5	14	13	28	1	1	10	8	8	2	2	1	13	0	3	2	21	7	7	9	1	14	3	0	3	0	6	0	3	2	0	4	0	0	2	11	6	9	4	15	1	2	11	2	4	25	0	4	5	18	5	0	2	24	2	1	8	2	5	3	6	3	5	1	15	8	6	1	6	0	4	0	9	9	11	4	2	5	3	10	0	7	2	9	6	8	12	1	9	2	0	7	12	6	4	2	3	1	4	0	16	7	7	4	3	12	0	4	3	1	9	14	3	4	2	7	7	3	2	5	9	9	20	1	21	2	9	10	9	5	1	2	4	0	0	10	2	2	8	13	21	4	10	5	8	4	6	6	0	4	24	19	0	1	0	6	3	12	0	3	4	2	18	8	4	3	2	40	7	2	10	0	23	8	5	8	12	5	8	4	2	23	5	8	3	13	4	7	29	8	3	6	0	4	1	5	7	14	9	1	18	3	6	14	8	8	1	3	17	2	1	28	2	11	2	10	4	0	4	14	5	14	11	39	0	27	3	5	1	1	13	10	10	2	44	7	6	4	8	6	14	4	1	4	3	5	1	1	6	5	2	1	2	3	4	0	3	11	1	0	1	13	0	0	1	7	5	3	6	5	0	20	7	3	16	0	2	2	0	3	10	11	10	4	44	0	1	5	13	7	10	1	7	6	0	4	10	9	13	5	2	5	1	0	14	7	4	6	27	22	5	4	1	22	11	2	14	3	1	4	3	150	1	1	0	5	7	31	2	20	0	4	1	13	11	0	7	7	12	3	0	13	4	0	9	2	0	2	6	3	4	17	24	3	2	1	3	5	3	81	7	2	27	4	5	2	3	1	1	12	0	9	2	2	5	0	0	4	6	6	6	10	1	6	1	8	1	31	44	6	4	3	0	4	4	2	2	1	18	20	4	30	5	15	10	13	0
Google Blogoscoped	0	0	1	2	0	0	0	0	0	0	2	1	0	6	0	1	0	0	0	0	4	0	1	4	0	0	1	3	1	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	2	1	0	0	0	0	1	0	1	2	2	0	0	2	0	0	0	1	2	0	0	0	0	0	5	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	2	0	0	1	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	4	0	3	0	0	0	0	0	0	0	1	0	0	3	4	0	0	2	0	0	0	0	1	0	1	1	0	0	1	2	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	1	0	1	0	2	0	4	0	1	0	0	0	0	1	0	1	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	1	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0	1	4	0	1	0	0	1	0	0	0	3	0	0	0	0	1	1	0	1	0	0	0	1	4	2	0	0	0	2	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	7	0	1	1	0	1	0	1	1	0	0	0	0	1	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	4	0	1	3	0	1	0	1	0	0	1	0	0	0	4	0	0	28	1	3	0	1	1	1	0	1	6	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	11	4	0	4	0	0	0	0	3	0	2	0	0	1	1	2	1	3	0	0	0	1	1	1	0	0	0	0	0	6	0	1	1	1	0	1	0	0	0	0	2	0	2	0	1	3	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	2	0	4	1	0	1	0	0	0	0	4	3	1	0	2	0	0	0	0	0	0	5	5	0	0	0	2	0	0	0	2	0	0	2	1	5	0	0	2	1	0
Deadspin	0	1	1	0	1	0	0	2	0	1	3	0	1	0	1	0	1	0	0	0	6	0	0	0	0	1	0	1	1	1	3	0	1	2	0	0	0	0	0	0	0	3	0	0	0	1	1	1	1	1	0	0	0	0	2	0	0	0	0	2	1	1	0	0	1	0	0	1	5	3	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	3	1	0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	1	1	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	25	0	0	0	0	1	0	0	0	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	2	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	1	2	0	0	4	0	1	3	0	0	0	1	2	1	1	2	0	2	3	1	0	1	1	0	1	0	0	2	1	0	0	0	0	8	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
The Dish	0	2	0	2	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	3	4	1	0	3	1	2	0	0	0	0	7	0	0	0	11	3	0	2	1	1	2	0	0	0	1	0	3	1	1	0	2	1	0	0	3	0	1	1	0	0	0	4	7	0	1	0	0	2	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	3	1	0	0	0	3	4	0	0	3	0	3	0	1	0	0	1	1	1	0	0	0	1	1	3	0	0	7	0	0	2	2	1	0	1	0	0	0	2	0	0	0	0	4	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	3	0	1	0	0	0	4	0	0	2	3	0	0	0	5	0	0	1	9	1	0	0	0	0	0	2	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	1	0	3	0	0	1	0	0	0	0	0	0	1	3	0	0	1	2	1	0	1	1	0	0	1	0	1	0	1	2	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	2	4	0	2	0	0	1	0	0	0	1	1	1	1	2	1	0	2	1	0	0	0	1	4	1	0	1	0	4	1	0	1	0	2	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	1	1	1	0	0	0	0	1	1	1	6	2	1	0	1	0	2	1	3	0	2	0	0	2	1	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	0	1	4	2	0	0	2	1	3	0	2	0	3	0	0	0	0	2	3	2	0	0	0	1	0	1	0	0	1	2	0	0	2	3	0	1	0	2	1	0	3	9	0	0	1	1	0	2	2	1	0	0	0	2	1	0	1	0	0	11	0	1	3	2	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	2	0	6	0	0	0	0	0	0	0	1	1	3	1	1	0	3	0	0	0	2	11	1	1	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	5	3	0	4	2	0	1	0	2	0	1	6	0	1	0	1	2	0	3
